,report_year,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita,city,state,lat,lng,unemploymentRate
363,1981,1193805.0,23176.0,502.0,1229.0,6648.0,14797.0,12.0,1941.36,42.05,102.95,556.87,1239.48,Detroit,MI,42.3834,-83.1024,7.616666666666668
364,1981,442677.0,3510.0,35.0,205.0,2399.0,871.0,12.0,792.9,7.91,46.31,541.93,196.76,El Paso,TX,31.8476,-106.43,7.616666666666668
365,1981,398482.0,4946.0,113.0,435.0,2086.0,2312.0,12.0,1241.21,28.36,109.16,523.49,580.2,Fort Worth,TX,32.7817,-97.3474,7.616666666666668
366,1981,221129.0,2158.0,33.0,155.0,868.0,1102.0,12.0,975.9,14.92,70.09,392.53,498.35,Fresno,CA,36.783,-119.7939,7.616666666666668
367,1981,773331.0,1965.0,40.0,265.0,340.0,1320.0,12.0,254.1,5.17,34.27,43.97,170.69,Honolulu,HI,21.3294,-157.846,7.616666666666668
368,1981,1621897.0,10274.0,497.0,967.0,1917.0,6893.0,9.0,633.46,30.64,59.62,118.19,425.0,Houston,TX,29.786,-95.3885,7.616666666666668
369,1981,461820.0,4539.0,65.0,400.0,1880.0,2194.0,12.0,982.85,14.07,86.61,407.09,475.08,Indianapolis,IN,39.7771,-86.1458,7.616666666666668
370,1981,575157.0,5634.0,89.0,410.0,2795.0,2340.0,12.0,979.56,15.47,71.28,485.95,406.85,Jacksonville,FL,30.3322,-81.6749,7.616666666666668
371,1981,450211.0,7714.0,115.0,429.0,3935.0,3235.0,12.0,1713.42,25.54,95.29,874.03,718.55,Kansas City,MO,39.1238,-94.5541,7.616666666666668
372,1981,406915.0,4648.0,106.0,310.0,1454.0,2778.0,12.0,1142.25,26.05,76.18,357.32,682.7,Las Vegas,NV,36.2333,-115.2654,7.616666666666668
373,1981,366405.0,4579.0,74.0,307.0,1270.0,2928.0,12.0,1249.71,20.2,83.79,346.61,799.12,Long Beach,CA,33.7977,-118.167,7.616666666666668
374,1981,3031090.0,52818.0,879.0,2666.0,21121.0,28152.0,12.0,1742.54,29.0,87.96,696.81,928.77,Los Angeles,CA,34.1141,-118.4068,7.616666666666668
375,1981,654096.0,7056.0,133.0,760.0,2071.0,4092.0,12.0,1078.74,20.33,116.19,316.62,625.6,Memphis,TN,35.1087,-89.9663,7.616666666666668
376,1981,153941.0,741.0,1.0,51.0,546.0,143.0,12.0,481.35,0.65,33.13,354.68,92.89,Mesa,AZ,33.4015,-111.7178,7.616666666666668
377,1981,356734.0,11211.0,210.0,382.0,4423.0,6196.0,12.0,3142.68,58.87,107.08,1239.86,1736.87,Miami,FL,25.784,-80.2101,7.616666666666668
378,1981,641715.0,3424.0,71.0,290.0,1257.0,1806.0,12.0,533.57,11.06,45.19,195.88,281.43,Milwaukee,WI,43.0642,-87.9675,7.616666666666668
379,1981,372784.0,3883.0,28.0,367.0,1192.0,2296.0,12.0,1041.62,7.51,98.45,319.76,615.91,Minneapolis,MN,44.9635,-93.2678,7.616666666666668
380,1981,458430.0,3087.0,79.0,363.0,1051.0,1594.0,12.0,673.39,17.23,79.18,229.26,347.71,Nashville,TN,36.1715,-86.7842,7.616666666666668
381,1981,571771.0,8121.0,217.0,453.0,2501.0,4950.0,12.0,1420.32,37.95,79.23,437.41,865.73,New Orleans,LA,30.0687,-89.9288,7.616666666666668
382,1981,332746.0,12320.0,161.0,598.0,3783.0,7778.0,12.0,3702.52,48.39,179.72,1136.9,2337.52,Newark,NJ,40.7245,-74.1725,7.616666666666668
383,1981,347736.0,7036.0,118.0,430.0,2652.0,3836.0,12.0,2023.37,33.93,123.66,762.65,1103.14,Oakland,CA,37.7904,-122.2166,7.616666666666668
384,1981,414523.0,4128.0,65.0,336.0,2236.0,1491.0,12.0,995.84,15.68,81.06,539.42,359.69,Oklahoma City,OK,35.4676,-97.5136,7.616666666666668
385,1981,322883.0,1583.0,28.0,186.0,470.0,899.0,12.0,490.27,8.67,57.61,145.56,278.43,Omaha,NE,41.2627,-96.0529,7.616666666666668
386,1981,135812.0,2373.0,25.0,154.0,1309.0,885.0,12.0,1747.27,18.41,113.39,963.83,651.64,Orlando,FL,28.4773,-81.337,7.616666666666668
387,1981,1686834.0,17616.0,362.0,936.0,5502.0,10816.0,12.0,1044.32,21.46,55.49,326.17,641.2,Philadelphia,PA,40.0077,-75.1339,7.616666666666668
388,1981,794983.0,6319.0,96.0,408.0,3119.0,2696.0,12.0,794.86,12.08,51.32,392.34,339.13,Phoenix,AZ,33.5722,-112.0892,7.616666666666668
389,1981,425632.0,5983.0,49.0,213.0,1433.0,4288.0,12.0,1405.67,11.51,50.04,336.68,1007.44,Pittsburgh,PA,40.4397,-79.9763,7.616666666666668
390,1981,369518.0,6452.0,38.0,403.0,2939.0,3072.0,12.0,1746.06,10.28,109.06,795.36,831.35,Portland,OR,45.5371,-122.65,7.616666666666668
391,1981,151155.0,719.0,11.0,56.0,364.0,288.0,12.0,475.67,7.28,37.05,240.81,190.53,Raleigh,NC,35.8324,-78.6429,7.616666666666668
392,1981,281854.0,3535.0,53.0,228.0,1421.0,1833.0,12.0,1254.2,18.8,80.89,504.16,650.34,Sacramento,CA,38.5677,-121.4685,7.616666666666668
393,1981,169383.0,1268.0,14.0,137.0,530.0,587.0,12.0,748.6,8.27,80.88,312.9,346.55,Salt Lake City,UT,40.7776,-111.9311,7.616666666666668
394,1981,820591.0,4651.0,185.0,376.0,2255.0,1835.0,12.0,566.79,22.54,45.82,274.8,223.62,San Antonio,TX,29.4632,-98.5238,7.616666666666668
395,1981,898109.0,6594.0,94.0,559.0,2618.0,3323.0,12.0,734.21,10.47,62.24,291.5,370.0,San Diego,CA,32.8313,-117.1222,7.616666666666668
396,1981,692092.0,12011.0,126.0,672.0,3827.0,7386.0,12.0,1735.46,18.21,97.1,552.96,1067.2,San Francisco,CA,37.7558,-122.4449,7.616666666666668
397,1981,644823.0,4122.0,68.0,465.0,1519.0,2070.0,12.0,639.25,10.55,72.11,235.57,321.02,San Jose,CA,37.3012,-121.848,7.616666666666668
398,1981,503697.0,5414.0,59.0,485.0,2526.0,2344.0,12.0,1074.85,11.71,96.29,501.49,465.36,Seattle,WA,47.6211,-122.3244,7.616666666666668
399,1981,454166.0,10364.0,265.0,413.0,4321.0,5365.0,12.0,2281.99,58.35,90.94,951.41,1181.29,St. Louis,MO,38.6359,-90.2451,7.616666666666668
400,1981,285530.0,5674.0,69.0,409.0,2882.0,2314.0,12.0,1987.18,24.17,143.24,1009.35,810.42,Tampa,FL,27.9945,-82.4447,7.616666666666668
401,1981,340985.0,2810.0,28.0,163.0,1747.0,872.0,12.0,824.08,8.21,47.8,512.34,255.73,Tucson,AZ,32.1541,-110.8787,7.616666666666668
402,1981,367234.0,2678.0,47.0,247.0,1435.0,949.0,12.0,729.24,12.8,67.26,390.76,258.42,Tulsa,OK,36.1283,-95.9042,7.616666666666668
403,1981,265704.0,606.0,12.0,93.0,266.0,235.0,12.0,228.07,4.52,35.0,100.11,88.44,Virginia Beach,VA,36.7335,-76.0435,7.616666666666668
404,1981,636000.0,14468.0,223.0,414.0,3432.0,10399.0,12.0,2274.84,35.06,65.09,539.62,1635.06,Washington,DC,38.9047,-77.0163,7.616666666666668
405,1981,282465.0,1729.0,43.0,202.0,668.0,816.0,12.0,612.11,15.22,71.51,236.49,288.89,Wichita,KS,37.6895,-97.3443,7.616666666666668
406,1982,344962.0,2659.0,26.0,199.0,1508.0,926.0,12.0,770.81,7.54,57.69,437.15,268.44,Albuquerque,NM,35.1054,-106.6465,9.708333333333332
407,1982,173821.0,607.0,7.0,67.0,342.0,191.0,12.0,349.21,4.03,38.55,196.75,109.88,Arlington,TX,32.6998,-97.125,9.708333333333332
408,1982,441103.0,10486.0,152.0,613.0,5722.0,3999.0,12.0,2377.22,34.46,138.97,1297.2,906.59,Atlanta,GA,33.7628,-84.422,9.708333333333332
409,1982,167408.0,1406.0,10.0,76.0,967.0,353.0,12.0,839.86,5.97,45.4,577.63,210.86,Aurora,CO,39.7083,-104.7237,9.708333333333332
410,1982,370331.0,1532.0,57.0,235.0,605.0,635.0,12.0,413.68,15.39,63.46,163.37,171.47,Austin,TX,30.3005,-97.7522,9.708333333333332
411,1982,798175.0,16683.0,227.0,550.0,6559.0,9347.0,12.0,2090.14,28.44,68.91,821.75,1171.05,Baltimore,MD,39.3051,-76.6144,9.708333333333332
412,1982,567758.0,10970.0,93.0,366.0,3980.0,6531.0,12.0,1932.16,16.38,64.46,701.0,1150.31,Boston,MA,42.3188,-71.0852,9.708333333333332
413,1982,360493.0,3557.0,42.0,247.0,1615.0,1653.0,12.0,986.7,11.65,68.52,448.0,458.54,Buffalo,NY,42.9018,-78.8487,9.708333333333332
414,1982,320119.0,4100.0,48.0,198.0,2864.0,990.0,12.0,1280.77,14.99,61.85,894.67,309.26,Charlotte,NC,35.2083,-80.8303,9.708333333333332
415,1982,3010862.0,26404.0,668.0,1112.0,8317.0,16307.0,12.0,876.96,22.19,36.93,276.23,541.61,Chicago,IL,41.8375,-87.6866,9.708333333333332
416,1982,383975.0,3757.0,52.0,285.0,1831.0,1589.0,12.0,978.45,13.54,74.22,476.85,413.83,Cincinnati,OH,39.1413,-84.506,9.708333333333332
417,1982,573944.0,9386.0,195.0,628.0,3267.0,5296.0,12.0,1635.35,33.98,109.42,569.22,922.74,Cleveland,OH,41.4764,-81.6805,9.708333333333332
418,1982,563680.0,4590.0,92.0,332.0,1659.0,2507.0,12.0,814.29,16.32,58.9,294.32,444.76,Columbus,OH,39.9862,-82.9855,9.708333333333332
419,1982,970624.0,13053.0,306.0,1105.0,5947.0,5695.0,12.0,1344.8,31.53,113.84,612.7,586.74,Dallas,TX,32.7935,-96.7667,9.708333333333332
420,1982,517638.0,4935.0,68.0,516.0,1965.0,2386.0,12.0,953.37,13.14,99.68,379.61,460.94,Denver,CO,39.762,-104.8758,9.708333333333332
421,1982,1181868.0,23746.0,513.0,1167.0,6029.0,16037.0,12.0,2009.19,43.41,98.74,510.12,1356.92,Detroit,MI,42.3834,-83.1024,9.708333333333332
422,1982,458429.0,3922.0,41.0,219.0,2730.0,932.0,12.0,855.53,8.94,47.77,595.51,203.3,El Paso,TX,31.8476,-106.43,9.708333333333332
423,1982,412661.0,4901.0,103.0,470.0,2095.0,2233.0,12.0,1187.66,24.96,113.89,507.68,541.12,Fort Worth,TX,32.7817,-97.3474,9.708333333333332
424,1982,226300.0,2182.0,33.0,155.0,782.0,1212.0,12.0,964.21,14.58,68.49,345.56,535.57,Fresno,CA,36.783,-119.7939,9.708333333333332
425,1982,785181.0,2151.0,25.0,269.0,400.0,1457.0,12.0,273.95,3.18,34.26,50.94,185.56,Honolulu,HI,21.3294,-157.846,9.708333333333332
426,1982,1679607.0,17801.0,678.0,1270.0,3461.0,12392.0,12.0,1059.83,40.37,75.61,206.06,737.79,Houston,TX,29.786,-95.3885,9.708333333333332
427,1982,462657.0,4341.0,69.0,387.0,1892.0,1993.0,12.0,938.28,14.91,83.65,408.94,430.77,Indianapolis,IN,39.7771,-86.1458,9.708333333333332
428,1982,590957.0,5643.0,83.0,422.0,2986.0,2152.0,12.0,954.89,14.05,71.41,505.28,364.16,Jacksonville,FL,30.3322,-81.6749,9.708333333333332
429,1982,451397.0,6729.0,93.0,376.0,3504.0,2756.0,12.0,1490.71,20.6,83.3,776.26,610.55,Kansas City,MO,39.1238,-94.5541,9.708333333333332
430,1982,424252.0,4470.0,88.0,286.0,1357.0,2739.0,12.0,1053.62,20.74,67.41,319.86,645.61,Las Vegas,NV,36.2333,-115.2654,9.708333333333332
431,1982,374974.0,4498.0,68.0,277.0,1275.0,2878.0,12.0,1199.55,18.13,73.87,340.02,767.52,Long Beach,CA,33.7977,-118.167,9.708333333333332
432,1982,3101979.0,53957.0,849.0,2706.0,20373.0,30029.0,12.0,1739.44,27.37,87.23,656.77,968.06,Los Angeles,CA,34.1141,-118.4068,9.708333333333332
433,1982,659913.0,7609.0,122.0,713.0,2370.0,4404.0,12.0,1153.03,18.49,108.04,359.14,667.36,Memphis,TN,35.1087,-89.9663,9.708333333333332
434,1982,157634.0,705.0,3.0,40.0,533.0,129.0,12.0,447.24,1.9,25.38,338.13,81.84,Mesa,AZ,33.4015,-111.7178,9.708333333333332
435,1982,365506.0,9963.0,190.0,349.0,4301.0,5123.0,12.0,2725.81,51.98,95.48,1176.72,1401.62,Miami,FL,25.784,-80.2101,9.708333333333332
436,1982,645231.0,3593.0,62.0,194.0,1250.0,2087.0,12.0,556.85,9.61,30.07,193.73,323.45,Milwaukee,WI,43.0642,-87.9675,9.708333333333332
437,1982,376704.0,4247.0,36.0,314.0,1314.0,2583.0,12.0,1127.41,9.56,83.35,348.81,685.68,Minneapolis,MN,44.9635,-93.2678,9.708333333333332
438,1982,462507.0,3248.0,67.0,321.0,1198.0,1662.0,12.0,702.26,14.49,69.4,259.02,359.35,Nashville,TN,36.1715,-86.7842,9.708333333333332
439,1982,579338.0,8604.0,233.0,488.0,2777.0,5106.0,12.0,1485.14,40.22,84.23,479.34,881.35,New Orleans,LA,30.0687,-89.9288,9.708333333333332
440,1982,334414.0,10704.0,117.0,489.0,3705.0,6393.0,12.0,3200.82,34.99,146.23,1107.91,1911.7,Newark,NJ,40.7245,-74.1725,9.708333333333332
441,1982,355868.0,6609.0,94.0,441.0,2880.0,3194.0,12.0,1857.15,26.41,123.92,809.29,897.52,Oakland,CA,37.7904,-122.2166,9.708333333333332
442,1982,425093.0,4286.0,89.0,386.0,2010.0,1801.0,12.0,1008.25,20.94,90.8,472.84,423.67,Oklahoma City,OK,35.4676,-97.5136,9.708333333333332
443,1982,324936.0,2450.0,20.0,175.0,1512.0,743.0,12.0,753.99,6.16,53.86,465.32,228.66,Omaha,NE,41.2627,-96.0529,9.708333333333332
444,1982,139152.0,2662.0,34.0,160.0,1659.0,809.0,12.0,1913.02,24.43,114.98,1192.22,581.38,Orlando,FL,28.4773,-81.337,9.708333333333332
445,1982,1687556.0,17511.0,332.0,839.0,5736.0,10604.0,12.0,1037.65,19.67,49.72,339.9,628.36,Philadelphia,PA,40.0077,-75.1339,9.708333333333332
446,1982,814054.0,5431.0,95.0,431.0,2503.0,2402.0,12.0,667.15,11.67,52.94,307.47,295.07,Phoenix,AZ,33.5722,-112.0892,9.708333333333332
447,1982,425814.0,5391.0,51.0,236.0,1263.0,3841.0,12.0,1266.05,11.98,55.42,296.61,902.04,Pittsburgh,PA,40.4397,-79.9763,9.708333333333332
448,1982,369796.0,6484.0,36.0,392.0,3245.0,2811.0,12.0,1753.4,9.74,106.0,877.51,760.15,Portland,OR,45.5371,-122.65,9.708333333333332
449,1982,152882.0,886.0,20.0,62.0,482.0,322.0,12.0,579.53,13.08,40.55,315.28,210.62,Raleigh,NC,35.8324,-78.6429,9.708333333333332
450,1982,288446.0,2988.0,43.0,191.0,1211.0,1543.0,12.0,1035.9,14.91,66.22,419.84,534.94,Sacramento,CA,38.5677,-121.4685,9.708333333333332
451,1982,173630.0,1279.0,11.0,124.0,488.0,656.0,12.0,736.62,6.34,71.42,281.06,377.81,Salt Lake City,UT,40.7776,-111.9311,9.708333333333332
452,1982,849791.0,5905.0,190.0,400.0,3120.0,2195.0,12.0,694.88,22.36,47.07,367.15,258.3,San Antonio,TX,29.4632,-98.5238,9.708333333333332
453,1982,919113.0,5835.0,72.0,428.0,2193.0,3142.0,12.0,634.85,7.83,46.57,238.6,341.85,San Diego,CA,32.8313,-117.1222,9.708333333333332
454,1982,708278.0,11615.0,111.0,594.0,3757.0,7153.0,12.0,1639.89,15.67,83.87,530.44,1009.91,San Francisco,CA,37.7558,-122.4449,9.708333333333332
455,1982,659903.0,3616.0,37.0,430.0,1448.0,1701.0,12.0,547.96,5.61,65.16,219.43,257.77,San Jose,CA,37.3012,-121.848,9.708333333333332
456,1982,507643.0,5120.0,31.0,435.0,2383.0,2271.0,12.0,1008.58,6.11,85.69,469.42,447.36,Seattle,WA,47.6211,-122.3244,9.708333333333332
457,1982,455362.0,10069.0,226.0,316.0,4628.0,4899.0,12.0,2211.21,49.63,69.4,1016.33,1075.85,St. Louis,MO,38.6359,-90.2451,9.708333333333332
458,1982,292551.0,5736.0,59.0,411.0,3424.0,1842.0,12.0,1960.68,20.17,140.49,1170.39,629.63,Tampa,FL,27.9945,-82.4447,9.708333333333332
459,1982,349165.0,2925.0,31.0,236.0,1748.0,910.0,12.0,837.71,8.88,67.59,500.62,260.62,Tucson,AZ,32.1541,-110.8787,9.708333333333332
460,1982,376599.0,2704.0,31.0,228.0,1395.0,1050.0,12.0,718.01,8.23,60.54,370.42,278.81,Tulsa,OK,36.1283,-95.9042,9.708333333333332
461,1982,268887.0,646.0,15.0,97.0,276.0,258.0,12.0,240.25,5.58,36.07,102.65,95.95,Virginia Beach,VA,36.7335,-76.0435,9.708333333333332
462,1982,631000.0,13397.0,194.0,421.0,3645.0,9137.0,12.0,2123.14,30.74,66.72,577.65,1448.02,Washington,DC,38.9047,-77.0163,9.708333333333332
463,1982,285665.0,1695.0,31.0,197.0,790.0,677.0,12.0,593.35,10.85,68.96,276.55,236.99,Wichita,KS,37.6895,-97.3443,9.708333333333332
464,1983,355163.0,2954.0,24.0,206.0,1815.0,909.0,12.0,831.73,6.76,58.0,511.03,255.94,Albuquerque,NM,35.1054,-106.6465,9.599999999999998
465,1983,178871.0,585.0,7.0,75.0,317.0,186.0,12.0,327.05,3.91,41.93,177.22,103.99,Arlington,TX,32.6998,-97.125,9.599999999999998
466,1983,448635.0,9326.0,141.0,619.0,5014.0,3552.0,12.0,2078.75,31.43,137.97,1117.61,791.73,Atlanta,GA,33.7628,-84.422,9.599999999999998
467,1983,172575.0,1706.0,12.0,65.0,1296.0,333.0,12.0,988.56,6.95,37.66,750.98,192.96,Aurora,CO,39.7083,-104.7237,9.599999999999998
468,1983,381091.0,1534.0,58.0,240.0,571.0,665.0,12.0,402.53,15.22,62.98,149.83,174.5,Austin,TX,30.3005,-97.7522,9.599999999999998
469,1983,805527.0,16132.0,201.0,497.0,6267.0,9167.0,12.0,2002.66,24.95,61.7,778.0,1138.01,Baltimore,MD,39.3051,-76.6144,9.599999999999998
470,1983,566551.0,11365.0,90.0,367.0,4195.0,6713.0,12.0,2006.0,15.89,64.78,740.45,1184.89,Boston,MA,42.3188,-71.0852,9.599999999999998
471,1983,360656.0,3297.0,43.0,297.0,1547.0,1410.0,12.0,914.17,11.92,82.35,428.94,390.95,Buffalo,NY,42.9018,-78.8487,9.599999999999998
472,1983,323704.0,4267.0,44.0,258.0,2863.0,1102.0,12.0,1318.18,13.59,79.7,884.45,340.43,Charlotte,NC,35.2083,-80.8303,9.599999999999998
473,1983,3021203.0,39776.0,729.0,2246.0,13330.0,23471.0,12.0,1316.56,24.13,74.34,441.21,776.88,Chicago,IL,41.8375,-87.6866,9.599999999999998
474,1983,382373.0,3339.0,27.0,308.0,1603.0,1401.0,12.0,873.23,7.06,80.55,419.22,366.4,Cincinnati,OH,39.1413,-84.506,9.599999999999998
475,1983,571827.0,7798.0,148.0,716.0,2819.0,4115.0,12.0,1363.7,25.88,125.21,492.98,719.62,Cleveland,OH,41.4764,-81.6805,9.599999999999998
476,1983,561328.0,4197.0,74.0,324.0,1392.0,2407.0,12.0,747.69,13.18,57.72,247.98,428.8,Columbus,OH,39.9862,-82.9855,9.599999999999998
477,1983,998827.0,11478.0,268.0,891.0,5405.0,4914.0,12.0,1149.15,26.83,89.2,541.13,491.98,Dallas,TX,32.7935,-96.7667,9.599999999999998
478,1983,533732.0,4379.0,78.0,430.0,1947.0,1924.0,12.0,820.45,14.61,80.56,364.79,360.48,Denver,CO,39.762,-104.8758,9.599999999999998
479,1983,1176968.0,25527.0,580.0,1514.0,6511.0,16922.0,12.0,2168.88,49.28,128.64,553.2,1437.76,Detroit,MI,42.3834,-83.1024,9.599999999999998
480,1983,471749.0,4275.0,33.0,177.0,3200.0,865.0,12.0,906.2,7.0,37.52,678.33,183.36,El Paso,TX,31.8476,-106.43,9.599999999999998
481,1983,424651.0,5104.0,112.0,454.0,2518.0,2020.0,12.0,1201.93,26.37,106.91,592.96,475.68,Fort Worth,TX,32.7817,-97.3474,9.599999999999998
482,1983,230418.0,1913.0,32.0,172.0,725.0,984.0,12.0,830.23,13.89,74.65,314.65,427.05,Fresno,CA,36.783,-119.7939,9.599999999999998
483,1983,808092.0,2136.0,45.0,249.0,599.0,1243.0,12.0,264.33,5.57,30.81,74.13,153.82,Honolulu,HI,21.3294,-157.846,9.599999999999998
484,1983,1728783.0,15919.0,561.0,1179.0,3909.0,10270.0,12.0,920.82,32.45,68.2,226.11,594.06,Houston,TX,29.786,-95.3885,9.599999999999998
485,1983,463455.0,4139.0,56.0,376.0,1886.0,1821.0,12.0,893.07,12.08,81.13,406.94,392.92,Indianapolis,IN,39.7771,-86.1458,9.599999999999998
486,1983,605934.0,5670.0,82.0,411.0,2889.0,2288.0,12.0,935.75,13.53,67.83,476.78,377.6,Jacksonville,FL,30.3322,-81.6749,9.599999999999998
487,1983,453128.0,7452.0,106.0,425.0,4045.0,2876.0,12.0,1644.57,23.39,93.79,892.68,634.7,Kansas City,MO,39.1238,-94.5541,9.599999999999998
488,1983,429080.0,3564.0,74.0,244.0,1261.0,1985.0,12.0,830.61,17.25,56.87,293.88,462.62,Las Vegas,NV,36.2333,-115.2654,9.599999999999998
489,1983,381798.0,4679.0,60.0,246.0,1272.0,3101.0,12.0,1225.52,15.72,64.43,333.16,812.21,Long Beach,CA,33.7977,-118.167,9.599999999999998
490,1983,3158688.0,53435.0,820.0,2494.0,20878.0,29243.0,12.0,1691.68,25.96,78.96,660.97,925.8,Los Angeles,CA,34.1141,-118.4068,9.599999999999998
491,1983,664883.0,7564.0,127.0,763.0,2181.0,4493.0,12.0,1137.64,19.1,114.76,328.03,675.76,Memphis,TN,35.1087,-89.9663,9.599999999999998
492,1983,163310.0,798.0,8.0,36.0,604.0,150.0,12.0,488.64,4.9,22.04,369.85,91.85,Mesa,AZ,33.4015,-111.7178,9.599999999999998
493,1983,374769.0,9784.0,144.0,365.0,4556.0,4719.0,12.0,2610.67,38.42,97.39,1215.68,1259.18,Miami,FL,25.784,-80.2101,9.599999999999998
494,1983,643473.0,3720.0,51.0,235.0,1236.0,2198.0,12.0,578.11,7.93,36.52,192.08,341.58,Milwaukee,WI,43.0642,-87.9675,9.599999999999998
495,1983,377850.0,3487.0,16.0,316.0,1154.0,2001.0,12.0,922.85,4.23,83.63,305.41,529.58,Minneapolis,MN,44.9635,-93.2678,9.599999999999998
496,1983,465887.0,3289.0,81.0,324.0,1171.0,1713.0,12.0,705.97,17.39,69.54,251.35,367.69,Nashville,TN,36.1715,-86.7842,9.599999999999998
497,1983,589508.0,8048.0,210.0,536.0,2752.0,4550.0,12.0,1365.21,35.62,90.92,466.83,771.83,New Orleans,LA,30.0687,-89.9288,9.599999999999998
498,1983,336016.0,9327.0,112.0,553.0,3375.0,5287.0,12.0,2775.76,33.33,164.58,1004.42,1573.44,Newark,NJ,40.7245,-74.1725,9.599999999999998
499,1983,362344.0,6777.0,98.0,478.0,2912.0,3289.0,12.0,1870.32,27.05,131.92,803.66,907.7,Oakland,CA,37.7904,-122.2166,9.599999999999998
500,1983,441281.0,4685.0,61.0,533.0,2174.0,1917.0,12.0,1061.68,13.82,120.78,492.66,434.42,Oklahoma City,OK,35.4676,-97.5136,9.599999999999998
501,1983,327276.0,2390.0,27.0,157.0,1584.0,622.0,12.0,730.27,8.25,47.97,484.0,190.05,Omaha,NE,41.2627,-96.0529,9.599999999999998
502,1983,142678.0,2215.0,14.0,141.0,1292.0,768.0,12.0,1552.45,9.81,98.82,905.54,538.27,Orlando,FL,28.4773,-81.337,9.599999999999998
503,1983,1692364.0,16973.0,311.0,822.0,5096.0,10744.0,12.0,1002.92,18.38,48.57,301.12,634.85,Philadelphia,PA,40.0077,-75.1339,9.599999999999998
504,1983,843415.0,5270.0,83.0,499.0,2717.0,1971.0,12.0,624.84,9.84,59.16,322.14,233.69,Phoenix,AZ,33.5722,-112.0892,9.599999999999998
505,1983,426890.0,5605.0,42.0,214.0,1151.0,4198.0,12.0,1312.98,9.84,50.13,269.62,983.39,Pittsburgh,PA,40.4397,-79.9763,9.599999999999998
506,1983,371706.0,6879.0,36.0,377.0,3502.0,2964.0,12.0,1850.66,9.69,101.42,942.14,797.4,Portland,OR,45.5371,-122.65,9.599999999999998
507,1983,154482.0,879.0,12.0,46.0,532.0,289.0,12.0,569.0,7.77,29.78,344.38,187.08,Raleigh,NC,35.8324,-78.6429,9.599999999999998
508,1983,293695.0,3080.0,52.0,217.0,1258.0,1553.0,12.0,1048.71,17.71,73.89,428.34,528.78,Sacramento,CA,38.5677,-121.4685,9.599999999999998
509,1983,180892.0,1163.0,14.0,128.0,498.0,523.0,12.0,642.93,7.74,70.76,275.3,289.12,Salt Lake City,UT,40.7776,-111.9311,9.599999999999998
510,1983,874483.0,5327.0,165.0,519.0,2240.0,2403.0,12.0,609.16,18.87,59.35,256.15,274.79,San Antonio,TX,29.4632,-98.5238,9.599999999999998
511,1983,935840.0,5451.0,77.0,395.0,2429.0,2550.0,12.0,582.47,8.23,42.21,259.55,272.48,San Diego,CA,32.8313,-117.1222,9.599999999999998
512,1983,721168.0,10117.0,83.0,539.0,3550.0,5945.0,12.0,1402.86,11.51,74.74,492.26,824.36,San Francisco,CA,37.7558,-122.4449,9.599999999999998
513,1983,671913.0,3460.0,48.0,447.0,1504.0,1461.0,12.0,514.95,7.14,66.53,223.84,217.44,San Jose,CA,37.3012,-121.848,9.599999999999998
514,1983,514319.0,4818.0,61.0,434.0,2291.0,2032.0,12.0,936.77,11.86,84.38,445.44,395.09,Seattle,WA,47.6211,-122.3244,9.599999999999998
515,1983,457262.0,8461.0,152.0,323.0,4146.0,3840.0,12.0,1850.36,33.24,70.64,906.7,839.78,St. Louis,MO,38.6359,-90.2451,9.599999999999998
516,1983,299965.0,5053.0,58.0,288.0,3178.0,1529.0,12.0,1684.53,19.34,96.01,1059.46,509.73,Tampa,FL,27.9945,-82.4447,9.599999999999998
517,1983,361739.0,2776.0,26.0,253.0,1731.0,766.0,12.0,767.4,7.19,69.94,478.52,211.75,Tucson,AZ,32.1541,-110.8787,9.599999999999998
518,1983,391101.0,2404.0,35.0,193.0,1208.0,968.0,12.0,614.67,8.95,49.35,308.87,247.51,Tulsa,OK,36.1283,-95.9042,9.599999999999998
519,1983,271775.0,587.0,11.0,73.0,251.0,252.0,12.0,215.99,4.05,26.86,92.36,92.72,Virginia Beach,VA,36.7335,-76.0435,9.599999999999998
520,1983,623000.0,11933.0,183.0,406.0,3646.0,7698.0,12.0,1915.41,29.37,65.17,585.23,1235.63,Washington,DC,38.9047,-77.0163,9.599999999999998
521,1983,287807.0,1385.0,26.0,161.0,664.0,534.0,12.0,481.23,9.03,55.94,230.71,185.54,Wichita,KS,37.6895,-97.3443,9.599999999999998
522,1984,356366.0,3615.0,28.0,210.0,2162.0,1215.0,12.0,1014.41,7.86,58.93,606.68,340.94,Albuquerque,NM,35.1054,-106.6465,7.508333333333335
523,1984,191475.0,765.0,13.0,93.0,459.0,200.0,12.0,399.53,6.79,48.57,239.72,104.45,Arlington,TX,32.6998,-97.125,7.508333333333335
524,1984,442951.0,10525.0,135.0,632.0,5729.0,4029.0,12.0,2376.11,30.48,142.68,1293.37,909.58,Atlanta,GA,33.7628,-84.422,7.508333333333335
525,1984,191159.0,1822.0,13.0,95.0,1397.0,317.0,12.0,953.13,6.8,49.7,730.81,165.83,Aurora,CO,39.7083,-104.7237,7.508333333333335
